市公司,县公司,变电站,线路名称,可开放容量(kWh)
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚509楚金雄线,3182.307
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,二妃山变电站,20kV妃702妃城二回,3180.162
国网武汉供电公司,国网武汉市江岸供电中心,客运港变电站,10kV客516客黄线,3175.763
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭71岭城线,3186.317
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园98园八街线,3184.131
国网武汉供电公司,国网武汉市汉口供电中心,范湖变电站,10kV范708范城线,3185.224
国网武汉供电公司,国网武汉市武昌供电中心,洪山变电站,10kV洪502石牌岭线,3176.163
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航55西自线,3174.089
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲68环城线,3184.787
国网武汉供电公司,国网黄陂区供电公司,祁家湾变电站,10kV祁56祁五线,3186.143
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公73蔡鄂线,3211.059
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石604石居线,3189.117
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈63沈棕榈线,3203.254
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,庙山变电站,10kV庙60庙镇二回,3210.088
国网武汉供电公司,国网武汉市汉口供电中心,精武路变电站,10kV精武606精恒线,3168.852
国网武汉供电公司,国网武汉市青山供电中心,和平变电站,10kV平702平铁线,3177.086
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未804未华线,3189.818
国网武汉供电公司,国网武汉市武昌供电中心,宝安变电站,10kV宝74莱茵线,3216.151
国网武汉供电公司,国网武汉市汉阳供电中心,栖贤寺变电站,10kV栖72栖商线,3193.483
国网武汉供电公司,国网蔡甸区供电公司,皂角山变电站,10kV皂67皂桐一回线,3183.748
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉706汉东线,3207.098
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下58下沟线,3172.302
国网武汉供电公司,国网武汉市武昌供电中心,珞珈山变电站,10kV珈48沙湖线,3222.753
国网武汉供电公司,国网江夏区供电公司,龚家铺变电站,10kV龚612军运二回线,3183.693
国网武汉供电公司,国网武汉市汉阳供电中心,桥机变电站,10kV桥613桥锦线,3196.382
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园73园纺线,3200.524
国网武汉供电公司,国网武汉市汉阳供电中心,墨水湖变电站,10kV墨64墨马线,3203.194
国网武汉供电公司,国网武汉市汉阳供电中心,锅子变电站,10kV锅子72特汽线,3190.578
国网武汉供电公司,国网黄陂区供电公司,长岭变电站,10kV长59粮店线,3185.624
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万63红光线,3190.013
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段516段中二回,3210.179
国网武汉供电公司,国网武汉市汉口供电中心,顺道街变电站,10kV顺502顺自治线,3215.776
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登63登墨一回线,3227.791
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈60陈四线,3215.142
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭407旭芯一回,3235.405
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登79登绣线,3218.529
国网武汉供电公司,国网武汉市江岸供电中心,西马路变电站,10kV西59球场线,3212.25
国网武汉供电公司,国网江夏区供电公司,法泗变电站,10kV法57菱米线,3223.572
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公70政和线,3212.038
国网武汉供电公司,国网武汉市武昌供电中心,积玉桥变电站,10kV积32积开二回,3237.524
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登73花山吴一回,3211.943
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,豹懈变电站,10kV豹54虎山线,3221.171
国网武汉供电公司,国网黄陂区供电公司,宋岗变电站,10kV宋607宋纵线,3235.338
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永60永农线,3201.085
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃79省委一回,3222.064
国网武汉供电公司,国网黄陂区供电公司,蔡榨变电站,10kV榨55茶场线,3250.465
国网武汉供电公司,国网武汉市武昌供电中心,紫阳湖变电站,10kV紫77七一九线,3239.578
国网武汉供电公司,国网武汉市洪山供电中心,石咀变电站,10kV石505石雅线,3246.039
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福58六合线,3239.985
国网武汉供电公司,国网武汉市江岸供电中心,西马路变电站,10kV西57台北线,3229.874
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发59发三村线,3229.892
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台83台五麟线,3261.458
国网武汉供电公司,国网武汉市长江新区供电公司,堤角变电站,10kV堤87堤安线,3230.939
国网武汉供电公司,国网武汉市汉口供电中心,汉轧变电站,10kV轧71锦江线,3255.136
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登809庙登三回线,3249.908
国网武汉供电公司,国网武汉市汉口供电中心,翠堤变电站,10kV翠606翠润二回线,3239.658
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台57台赫线,3275.961
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈81沈袁东线,3250.13
国网武汉供电公司,国网新洲区供电公司,兑公湖变电站,10kV兑65肖桥线,3252.769
国网武汉供电公司,国网蔡甸区供电公司,何湾变电站,10kV何63何福一回线,3243.93
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,全力变电站,10kV全84全苑线,3275.556
国网武汉供电公司,国网武汉市武昌供电中心,付家坡变电站,10kV付71付梅线,3255.919
国网武汉供电公司,国网武汉市江岸供电中心,姑嫂树变电站,10kV姑609姑跃进线,3272.61
国网武汉供电公司,国网武汉市汉口供电中心,多福巷变电站,10kV多82多云二回,3243.446
国网武汉供电公司,国网武汉市青山供电中心,孙家山变电站,10kV孙78孙冶线,3244.096
国网武汉供电公司,国网武汉市汉口供电中心,仁寿路变电站,10kV仁75仁波线,3249.735
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东一园变电站,10kV东710东软线,3271.271
国网武汉供电公司,国网武汉市江岸供电中心,谌家矶变电站,10kV六六一线谌68,3240.413
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰513腰棉花线,3270.306
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣603荣东线,3276.341
国网武汉供电公司,国网武汉市汉阳供电中心,铁桥村变电站,10kV铁517桃花岛线,3250.812
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问513龙腾线,3279.329
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓56卓都线,3267.14
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下91机械线,3285.508
国网武汉供电公司,国网武汉市汉口供电中心,汉轧变电站,10kV轧81轧宇线,3276.133
国网武汉供电公司,国网武汉市武昌供电中心,茶港变电站,10kV茶62茶干线,3278.586
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港73丽岛线,3282.382
国网武汉供电公司,国网武汉市江岸供电中心,百步亭变电站,10kV步安线步83,3279.261
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永95永国线,3270.132
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10kV潭71中油线,3286.279
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太81太银二回,3271.652
国网武汉供电公司,国网黄陂区供电公司,祁家湾变电站,10kV祁58陈李线,3266.51
国网武汉供电公司,国网江夏区供电公司,汤梁变电站,10kV梁606梁绿二回线,3292.009
国网武汉供电公司,国网新洲区供电公司,兑公湖变电站,10kV兑55陶咀线,3279.778
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰708腰拦江线,3276.12
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭88岭海线,3276.575
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣613汉华一回线,3291.562
国网武汉供电公司,国网东西湖区供电公司,茅庙集变电站,10kV茅510张柏路线,3296.42
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉808汉天线,3287.724
国网武汉供电公司,国网东西湖区供电公司,径河变电站,10kV径709恒大线,3318.136
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨511自贸一回线,3279.548
国网武汉供电公司,国网武汉市武昌供电中心,茶港变电站,10kV茶84茶代线,3294.71
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃80省委二回,3292.96
国网武汉供电公司,国网蔡甸区供电公司,奓山变电站,10kV奓617留环线,3311.824
国网武汉供电公司,国网黄陂区供电公司,祝店变电站,10kV祝602四新线,3308.078
国网武汉供电公司,国网黄陂区供电公司,临空港变电站,10kV空605空晓二回,3330.619
国网武汉供电公司,国网武汉市武昌供电中心,宝安变电站,10kV宝73井岗线,3340.519
国网武汉供电公司,国网武汉市汉口供电中心,古田变电站,10kV古37古天线,3334.571
国网武汉供电公司,国网黄陂区供电公司,姚集变电站,10kV姚54河口线,3330.066
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土82柏湾二回线,3330.189
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先62先信线,3335.469
国网武汉供电公司,国网东西湖区供电公司,茅庙集变电站,10kV茅608古镇线,3318.226
国网武汉供电公司,国网武汉市汉口供电中心,宗关变电站,10kV宗603宗康线,3337.231
国网武汉供电公司,国网武汉市青山供电中心,孙家山变电站,10kV孙71古架山线,3346.01
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,流芳园变电站,10kV流702流东三线,3340.551
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌35沌模线,3329.335
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌72沌达线,3321.433
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓81卓华都线,3336.775
国网武汉供电公司,国网蔡甸区供电公司,中山湖变电站,10kV中605黄龙二回线,3357.958
国网武汉供电公司,国网武汉市洪山供电中心,鲁巷变电站,10kV鲁57鲁研线,3344.416
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣511荣中线,3322.076
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,官湖变电站,10kV官湖403官士线,3326.551
国网武汉供电公司,国网武汉市武昌供电中心,彭刘杨变电站,10kV彭70彭音线,3337.697
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升403升降一回,3331.671
国网武汉供电公司,国网黄陂区供电公司,蔡榨变电站,10kV榨56凤凰线,3347.885
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡705幸六一回线,3351.993
国网武汉供电公司,国网江夏区供电公司,五里界变电站,10kV五56锦绣线,3356.473
国网武汉供电公司,国网黄陂区供电公司,祝店变电站,10kV祝502方青线,3345.56
国网武汉供电公司,国网江夏区供电公司,夜泊山变电站,10kV夜610同兴线,3334.647
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台82台栖线,3356.48
国网武汉供电公司,国网武汉市汉口供电中心,利济路变电站,10kV利73三民线,3384.725
国网武汉供电公司,国网武汉市江岸供电中心,西马路变电站,10kV西55黄浦线,3368.133
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖602江北线,3359.068
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,葛店变电站,10kV葛607庙岭线,3342.848
国网武汉供电公司,国网蔡甸区供电公司,蔡甸变电站,10kV蔡72蔡五线,3353.505
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法607法姚一回线,3371.898
国网武汉供电公司,国网黄陂区供电公司,临空港变电站,10kV空508空后一回,3387.737
国网武汉供电公司,国网武汉市汉口供电中心,营房村变电站,10kV营80营机线,3384.606
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫67枫吉线,3373.98
国网武汉供电公司,国网江夏区供电公司,舒安变电站,10kV舒55徐河线,3367.345
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳514芳珠线,3372.925
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福60福丹线,3387.332
国网武汉供电公司,国网武汉市长江新区供电公司,高潮变电站,10kV高606潘城线,3353.803
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永97永都线,3391.433
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,通顺河变电站,10kV通503通湖线,3411.447
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,邓南变电站,10kV邓605卓尔二回,3390.109
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈77有机线,3362.773
国网武汉供电公司,国网蔡甸区供电公司,知音变电站,10kV知511中海一回线,3393.656
国网武汉供电公司,国网武汉市江岸供电中心,百步亭变电站,10kV步41步万线,3384.615
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫71枫理线,3420.12
国网武汉供电公司,国网武汉市青山供电中心,汪家墩变电站,10kV汪807汪团线,3376.62
国网武汉供电公司,国网江夏区供电公司,岳府湾变电站,10kV岳78灰砂线,3419.725
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台84台福线,3427.338
国网武汉供电公司,国网武汉市汉阳供电中心,桥机变电站,10kV桥513桥卉园线,3429.616
国网武汉供电公司,国网武汉市武昌供电中心,彭刘杨变电站,10kV彭56书院线,3417.708
国网武汉供电公司,国网新洲区供电公司,楼寨变电站,10kV楼508程河线,3431.149
国网武汉供电公司,国网武汉市江岸供电中心,百步亭变电站,10kV步宫线步49,3411.865
国网武汉供电公司,国网蔡甸区供电公司,姚家山变电站,10kV姚55博奇线,3416.239
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万65沙口线,3403.332
国网武汉供电公司,国网武汉市洪山供电中心,南湖变电站,10kV南56南丰线,3419.16
国网武汉供电公司,国网东西湖区供电公司,董家墩变电站,10kV董508粤环二回线,3440.75
国网武汉供电公司,国网蔡甸区供电公司,奓山变电站,10kV奓515奓龙线,3430.029
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮512狮澜线,3451.332
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城507车尔线,3453.994
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈73沈进线,3429.143
国网武汉供电公司,国网东西湖区供电公司,丰绵村变电站,10kV绵505绵镇一回线,3450.448
国网武汉供电公司,国网武汉市江岸供电中心,客运港变电站,10kV客513客一元线,3443.045
国网武汉供电公司,国网武汉市长江新区供电公司,周铺变电站,10kV周58陶山线,3408.838
国网武汉供电公司,国网武汉市长江新区供电公司,正谊变电站,10kV正谊809谊福线,3443.46
国网武汉供电公司,国网武汉市汉阳供电中心,三角湖变电站,10kV角710角生态线,3442.046
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮603狮园线,3443.424
国网武汉供电公司,国网武汉市青山供电中心,建五路变电站,10kV建516青山镇线,3414.583
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园82五丰线,3460.606
国网武汉供电公司,国网江夏区供电公司,土地堂变电站,10kV土53杨桐线,3457.686
国网武汉供电公司,国网蔡甸区供电公司,蔡甸变电站,10kV蔡90西湖二回线,3441.276
国网武汉供电公司,国网武汉市江岸供电中心,京汉变电站,10kV京汉512京瑞三回,3457.099
国网武汉供电公司,国网蔡甸区供电公司,文岭变电站,10kV文60文欣线,3454.893
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法703法红线,3463.874
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,明玉变电站,10kV明玉504明贸一回,3442.309
国网武汉供电公司,国网武汉市武昌供电中心,体育馆变电站,10kV体63安顺一回,3467.673
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,中山湖变电站,10kV中507中街线,3477.465
国网武汉供电公司,国网东西湖区供电公司,五环变电站,10kV五环93士林线,3487.743
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发39常展里线,3487.844
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓74卓汀线,3446.584
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳98唐蔡线,3476.645
国网武汉供电公司,国网蔡甸区供电公司,新农变电站,10kV农612新天线,3468.846
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦71秦星二回,3462.351
国网武汉供电公司,国网武汉市汉阳供电中心,墨水湖变电站,10kV墨93墨新城线,3458.859
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐67唐天线,3454.056
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲69钢医一回,3450.172
国网武汉供电公司,国网武汉市汉口供电中心,姑嫂树变电站,10kV姑503红光线,3492.698
国网武汉供电公司,国网新洲区供电公司,城关变电站,10kV城62红联线,3489.929
国网武汉供电公司,国网江夏区供电公司,红旗村变电站,10kV旗513大桥新区线,3504.979
国网武汉供电公司,国网新洲区供电公司,汪集变电站,10kV汪62冯铺线,3489.561
国网武汉供电公司,国网黄陂区供电公司,宋岗变电站,10kV宋506宋奥一回,3490.324
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升604升降二回,3490.715
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米709米水厂线,3461.377
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓64浅水湾线,3498.402
国网武汉供电公司,国网武汉市汉阳供电中心,锅子变电站,10kV锅子69工程线,3478.786
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安808网数二回线,3507.894
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊810羊桥二回,3475.528
国网武汉供电公司,国网武汉市长江新区供电公司,正谊变电站,10kV正谊507正幸线,3480.302
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,田家湾变电站,10kV田618田万线,3509.537
国网武汉供电公司,国网武汉市长江新区供电公司,熊家店变电站,10kV熊504熊甘线,3498.761
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园盛线园80,3501.094
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,光华变电站,10kV华515华世线,3538.882
国网武汉供电公司,国网江夏区供电公司,红旗村变电站,10kV旗613旗花二回线,3522.616
国网武汉供电公司,国网新洲区供电公司,挖沟变电站,10kV挖606航开线,3489.318
国网武汉供电公司,国网武汉市江岸供电中心,谌家矶变电站,10kV谌57冷食线,3492.067
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,邓南变电站,10kV邓504新渡一回,3532.531
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安711网安培二回,3501.159
国网武汉供电公司,国网武汉市汉阳供电中心,陶家岭变电站,10kV陶604陶新线,3542.972
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,凌家山变电站,10kV凌55凌企线,3511.504
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨610益嘉二回线,3512.007
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭706旭谷一回,3535.173
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,车城北变电站,10kV车城609车玖线,3530.546
国网武汉供电公司,国网武汉市江岸供电中心,赵家条变电站,10kV赵704赵浦惠线,3530.189
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,马影河变电站,10kV影607发展二回线,3505.342
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土64海联线,3550.031
国网武汉供电公司,国网东西湖区供电公司,常青变电站,10kV常504常花一回线,3538.003
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街94街光心线,3532.9
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖506区府一回线,3545.67
国网武汉供电公司,国网蔡甸区供电公司,中法城变电站,10kV法508法江线,3518.733
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨516滨空调一回线,3561.107
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,祥云变电站,20kV祥云504祥中线,3566.134
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,未来城变电站,10kV未807未黄线,3554.85
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港64港泉线,3536.34
国网武汉供电公司,国网江夏区供电公司,安山变电站,10kV安60山巷线,3553.084
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米705米口赫线,3565.752
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太62民权线,3577.745
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角402角学线,3559.682
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口95口丰线,3578.631
国网武汉供电公司,国网武汉市江岸供电中心,球场路变电站,10kV球608球阳线,3576.698
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨69梨公线,3557.345
国网武汉供电公司,国网武汉市武昌供电中心,体育馆变电站,10kV体65体华线,3541.246
国网武汉供电公司,国网武汉市武昌供电中心,晒湖变电站,10kV晒69晒宏线,3576.477
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土87土山一回线,3542.4
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭59民营一回线,3564.263
国网武汉供电公司,国网武汉市青山供电中心,孙家山变电站,10kV孙75孙馨一回,3533.488
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌70沌府线,3576.219
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角609角香线,3570.509
国网武汉供电公司,国网武汉市汉口供电中心,多福巷变电站,10kV多60多天线,3571.709
国网武汉供电公司,国网武汉市江岸供电中心,德胜堂变电站,10kV德32金桥线,3570.925
国网武汉供电公司,国网武汉市武昌供电中心,紫阳湖变电站,10kV紫60紫阳线,3559.43
国网武汉供电公司,国网新洲区供电公司,新集变电站,10kV新57道观线,3546.492
国网武汉供电公司,国网蔡甸区供电公司,索河变电站,10kV索56夹山线,3566.492
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,生物园变电站,20kV物506物向一回,3599.032
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV南干渠线洲87,3568.932
国网武汉供电公司,国网江夏区供电公司,阳光变电站,10kV阳光504金澜湾一回,3603.629
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,潜力变电站,10kV潜力614潜元线,3594.812
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,凌家山变电站,10kV凌95凌万科线,3592.442
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈65罗家墩线,3580.988
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,水洪变电站,10kV水58湘口一回,3609.865
国网武汉供电公司,国网武汉市汉口供电中心,宗关变电站,10kV宗606宗西线,3583.213
国网武汉供电公司,国网武汉市青山供电中心,群力村变电站,10kV群606群新二回,3591.418
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭605旭技线,3587.357
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口56口花线,3603.156
国网武汉供电公司,国网武汉市汉口供电中心,陈家墩变电站,10kV陈67内缝线,3597.452
国网武汉供电公司,国网武汉市江岸供电中心,客运港变电站,10kV客514客民阳线,3603.365
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10kV潭706扬子江线,3587.263
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安707网培线,3613.929
国网武汉供电公司,国网江夏区供电公司,夜泊山变电站,10kV夜611夜神二回线,3610.184
国网武汉供电公司,国网江夏区供电公司,龚家铺变电站,10kV龚铺510神龙一回,3601.236
国网武汉供电公司,国网武汉市江岸供电中心,球场路变电站,10kV球612球融二回,3597.184
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐73唐家墩线,3597.247
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,通顺河变电站,10kV通603通长线,3623.718
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万59万山线,3639.077
国网武汉供电公司,国网武汉市江岸供电中心,澳门路变电站,10kV澳61红桥线,3596.87
国网武汉供电公司,国网蔡甸区供电公司,知音变电站,10kV知606华林线,3592.771
国网武汉供电公司,国网武汉市武昌供电中心,宝安变电站,10kV宝91桃源线,3613.38
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园77园东线,3622.568
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米505米赫埠线,3649.193
国网武汉供电公司,国网武汉市长江新区供电公司,阳兴变电站,10kV阳507阳铁一回线,3639.133
国网武汉供电公司,国网东西湖区供电公司,马池变电站,10kV马86丰泽线,3602.53
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福85福现代二回,3636.365
国网武汉供电公司,国网武汉市江岸供电中心,福建街变电站,10kV福63福现代一回,3638.806
国网武汉供电公司,国网武汉市青山供电中心,梨园变电站,10kV梨83梨保利线,3630.0
国网武汉供电公司,国网江夏区供电公司,汤梁变电站,10kV梁509梁小东线,3624.855
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,郑桥变电站,10kV郑805郑迪线,3622.855
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,陡埠变电站,10kV陡513船厂二回,3655.361
国网武汉供电公司,国网武汉市汉阳供电中心,博览变电站,10kV博803博江城线,3655.404
国网武汉供电公司,国网武汉市洪山供电中心,宝安变电站,10kV宝62路灯线,3659.843
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,田家湾变电站,10kV田502田排线,3610.565
国网武汉供电公司,国网武汉市汉口供电中心,先锋变电站,10kV先82先都线,3647.263
国网武汉供电公司,国网武汉市洪山供电中心,曹家铺变电站,10kV曹89曹澜岸线,3649.234
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉810汉秀线,3634.367
国网武汉供电公司,国网江夏区供电公司,段岭庙变电站,10kV段605段凯二回线,3658.052
国网武汉供电公司,国网武汉市武昌供电中心,南湖变电站,10kV南74省船线,3641.769
国网武汉供电公司,国网黄陂区供电公司,横店变电站,10kV横66华铝线,3623.127
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安806塔西路二回,3663.968
国网武汉供电公司,国网武汉市汉阳供电中心,琴台变电站,10kV台68台徐线,3659.874
国网武汉供电公司,国网新洲区供电公司,辛冲变电站,10kV冲61姚冲线,3670.188
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口81口赵家台线,3655.804
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣510唐家巷线,3659.063
国网武汉供电公司,国网武汉市武昌供电中心,付家坡变电站,10kV付66付润一回,3645.406
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港89港格线,3681.959
国网武汉供电公司,国网武汉市江岸供电中心,黄浦路变电站,10kV浦519长春线,3653.303
国网武汉供电公司,国网蔡甸区供电公司,蔡甸变电站,10kV蔡61西湖一回线,3688.641
国网武汉供电公司,国网武汉市青山供电中心,北洋桥变电站,10kV北洋510北一线,3669.113
国网武汉供电公司,国网武汉市武昌供电中心,蔡家嘴变电站,10kV嘴807嘴湖二回,3670.273
